"Header Size"           ,15              
"Model Name"            ,"DLM4000       "
"Comment"               ,"                                                                                                                                "
"BlockNumber"           ,1               ,1               
"TraceName"             ,"CH1           ","CH3           "
"BlockSize"             ,1250            ,1250            
"VUnit"                 ,"V             ","V             "
"SampleRate"            ,1250000.0       ,1250000.0       
"HResolution"           ,8.000000E-07    ,8.000000E-07    
"HOffset"               ,-9.992000E-04   ,-9.992000E-04   
"HUnit"                 ,"s             ","s             "
"DisplayBlockSize"      ,1250            ,1250            
"DisplayPointNo."       ,1               ,1                
"Date"                  ,"2019/11/26","2019/11/26"
"Time"                  ,"12:33:56.100895200    ","12:33:56.100895200    "

  -999.20000E-06,       0.241E-03,      121.88E-03,
  -998.40000E-06,       0.081E-03,      124.09E-03,
  -997.60000E-06,       0.775E-03,      122.34E-03,
  -996.80000E-06,       0.050E-03,      121.72E-03,
  -996.00000E-06,       0.231E-03,      119.69E-03,
  -995.20000E-06,       0.163E-03,      122.41E-03,
  -994.40000E-06,       0.019E-03,      127.19E-03,
  -993.60000E-06,       0.284E-03,      124.62E-03,
  -992.80000E-06,       0.144E-03,      121.28E-03,
  -992.00000E-06,       0.272E-03,      119.22E-03,
  -991.20000E-06,       0.284E-03,      124.81E-03,
  -990.40000E-06,       0.669E-03,      123.87E-03,
  -989.60000E-06,       0.259E-03,      121.41E-03,
  -988.80000E-06,       0.381E-03,      124.62E-03,
  -988.00000E-06,      -0.003E-03,      120.19E-03,
  -987.20000E-06,       0.550E-03,      120.97E-03,
  -986.40000E-06,       0.063E-03,      122.34E-03,
  -985.60000E-06,       0.097E-03,      124.88E-03,
  -984.80000E-06,       0.222E-03,      122.19E-03,
  -984.00000E-06,       0.244E-03,      121.06E-03,
  -983.20000E-06,       0.347E-03,      123.47E-03,
  -982.40000E-06,      -0.059E-03,      121.69E-03,
  -981.60000E-06,       0.266E-03,      113.66E-03,
  -980.80000E-06,       0.334E-03,      125.13E-03,
  -980.00000E-06,       0.181E-03,      116.22E-03,
  -979.20000E-06,       0.081E-03,      128.59E-03,
  -978.40000E-06,      -0.025E-03,      121.56E-03,
  -977.60000E-06,       0.050E-03,      120.47E-03,
  -976.80000E-06,       0.631E-03,      124.19E-03,
  -976.00000E-06,       0.191E-03,      120.91E-03,
  -975.20000E-06,      -0.059E-03,      119.94E-03,
  -974.40000E-06,       0.397E-03,      119.97E-03,
  -973.60000E-06,       0.256E-03,      113.88E-03,
  -972.80000E-06,       0.272E-03,      121.03E-03,
  -972.00000E-06,       0.197E-03,      121.50E-03,
  -971.20000E-06,       0.175E-03,      118.84E-03,
  -970.40000E-06,       0.381E-03,      114.94E-03,
  -969.60000E-06,       0.163E-03,      119.87E-03,
  -968.80000E-06,       0.122E-03,      126.75E-03,
  -968.00000E-06,       0.172E-03,      123.09E-03,
  -967.20000E-06,       0.484E-03,      120.91E-03,
  -966.40000E-06,       0.528E-03,      122.37E-03,
  -965.60000E-06,       0.334E-03,      121.19E-03,
  -964.80000E-06,       0.453E-03,      121.22E-03,
  -964.00000E-06,       0.428E-03,      118.81E-03,
  -963.20000E-06,      -0.025E-03,      117.44E-03,
  -962.40000E-06,       0.850E-03,      122.63E-03,
  -961.60000E-06,       0.181E-03,      121.00E-03,
  -960.80000E-06,       0.397E-03,      123.37E-03,
  -960.00000E-06,       0.591E-03,      120.81E-03,
  -959.20000E-06,       0.494E-03,      116.97E-03,
  -958.40000E-06,       0.441E-03,      119.13E-03,
  -957.60000E-06,      -0.425E-03,      119.63E-03,
  -956.80000E-06,       0.200E-03,      121.03E-03,
  -956.00000E-06,       0.097E-03,      116.53E-03,
  -955.20000E-06,      -0.025E-03,      115.91E-03,
  -954.40000E-06,       0.197E-03,      119.03E-03,
  -953.60000E-06,       0.250E-03,      119.50E-03,
  -952.80000E-06,       0.350E-03,      122.87E-03,
  -952.00000E-06,       0.213E-03,      120.06E-03,
  -951.20000E-06,       0.122E-03,      117.78E-03,
  -950.40000E-06,       0.584E-03,      116.75E-03,
  -949.60000E-06,       0.641E-03,      121.88E-03,
  -948.80000E-06,       0.219E-03,      120.19E-03,
  -948.00000E-06,       0.603E-03,      126.78E-03,
  -947.20000E-06,       0.262E-03,      122.97E-03,
  -946.40000E-06,       0.100E-03,      126.31E-03,
  -945.60000E-06,       0.231E-03,      126.91E-03,
  -944.80000E-06,       0.653E-03,      121.03E-03,
  -944.00000E-06,      -0.087E-03,      117.78E-03,
  -943.20000E-06,       0.238E-03,      123.41E-03,
  -942.40000E-06,       0.459E-03,      117.72E-03,
  -941.60000E-06,      -0.362E-03,      121.38E-03,
  -940.80000E-06,       0.631E-03,      144.06E-03,
  -940.00000E-06,      -0.116E-03,      119.63E-03,
  -939.20000E-06,      -0.250E-03,      120.97E-03,
  -938.40000E-06,       0.041E-03,      130.31E-03,
  -937.60000E-06,       0.369E-03,      122.66E-03,
  -936.80000E-06,       0.059E-03,      118.47E-03,
  -936.00000E-06,       0.391E-03,      111.28E-03,
  -935.20000E-06,      -0.172E-03,      127.47E-03,
  -934.40000E-06,       0.422E-03,      121.53E-03,
  -933.60000E-06,       0.591E-03,      120.78E-03,
  -932.80000E-06,       0.169E-03,      119.19E-03,
  -932.00000E-06,      -0.022E-03,      115.28E-03,
  -931.20000E-06,      -0.009E-03,      122.34E-03,
  -930.40000E-06,       0.428E-03,      119.28E-03,
  -929.60000E-06,       0.216E-03,      120.25E-03,
  -928.80000E-06,       0.403E-03,      118.31E-03,
  -928.00000E-06,       0.459E-03,      129.22E-03,
  -927.20000E-06,       0.550E-03,      118.25E-03,
  -926.40000E-06,       0.228E-03,      122.78E-03,
  -925.60000E-06,      -0.231E-03,      121.72E-03,
  -924.80000E-06,       0.603E-03,      121.00E-03,
  -924.00000E-06,       0.191E-03,      111.47E-03,
  -923.20000E-06,       0.597E-03,      120.44E-03,
  -922.40000E-06,       0.816E-03,      118.66E-03,
  -921.60000E-06,       0.544E-03,      119.87E-03,
  -920.80000E-06,       0.403E-03,      121.88E-03,
  -920.00000E-06,      -0.009E-03,      121.00E-03,
  -919.20000E-06,       0.406E-03,      115.50E-03,
  -918.40000E-06,       0.137E-03,      139.34E-03,
  -917.60000E-06,       0.350E-03,      120.91E-03,
  -916.80000E-06,       0.241E-03,      121.72E-03,
  -916.00000E-06,       0.025E-03,      115.37E-03,
  -915.20000E-06,       0.147E-03,      116.63E-03,
  -914.40000E-06,       0.319E-03,      118.38E-03,
  -913.60000E-06,       0.241E-03,      117.50E-03,
  -912.80000E-06,       0.406E-03,      116.78E-03,
  -912.00000E-06,       0.281E-03,      120.50E-03,
  -911.20000E-06,      -0.056E-03,      117.19E-03,
  -910.40000E-06,       0.084E-03,      116.91E-03,
  -909.60000E-06,       0.341E-03,      122.75E-03,
  -908.80000E-06,       0.281E-03,      121.28E-03,
  -908.00000E-06,       0.697E-03,      109.19E-03,
  -907.20000E-06,       0.203E-03,      110.62E-03,
  -906.40000E-06,       0.197E-03,      122.37E-03,
  -905.60000E-06,       0.397E-03,      122.06E-03,
  -904.80000E-06,       0.216E-03,      120.78E-03,
  -904.00000E-06,       0.081E-03,      113.78E-03,
  -903.20000E-06,       0.278E-03,      117.91E-03,
  -902.40000E-06,       0.206E-03,      115.19E-03,
  -901.60000E-06,       0.366E-03,      121.28E-03,
  -900.80000E-06,       0.400E-03,      112.37E-03,
  -900.00000E-06,       0.463E-03,      117.28E-03,
  -899.20000E-06,       0.197E-03,      116.78E-03,
  -898.40000E-06,       0.163E-03,      116.63E-03,
  -897.60000E-06,       0.516E-03,      117.19E-03,
  -896.80000E-06,       0.397E-03,      115.50E-03,
  -896.00000E-06,       0.472E-03,      122.34E-03,
  -895.20000E-06,       0.316E-03,      116.50E-03,
  -894.40000E-06,       0.463E-03,      120.75E-03,
  -893.60000E-06,      -0.075E-03,      115.59E-03,
  -892.80000E-06,       0.456E-03,      118.59E-03,
  -892.00000E-06,       0.262E-03,      114.72E-03,
  -891.20000E-06,       0.253E-03,      115.28E-03,
